id,number,title,user,created_at,merged_at,comments,state,closed_at
940116112,10747,"Add MKGROUP option for XPENDING, XREADGROUP, XCLAIM and XAUTOCLAIM commands for the case if the group doesn't already exist.",hwware,2022-05-18T15:21:02Z,,22,closed,2024-03-23T22:31:54Z
655629878,8999,Enhance mem_usage/free_effort/unlink/copy callbacks and add GetDbFromIO Api.,chenyang8094,2021-05-28T01:10:56Z,2021-06-16T06:45:49Z,31,closed,2021-06-16T06:45:49Z
1880317399,13285,HFE to support AOF and replicas,moticless,2024-05-21T12:09:09Z,2024-05-29T11:47:48Z,2,closed,2024-05-29T11:47:48Z
1295775663,11982,Use dummy allocator to make accesses defined as per standard,sundb,2023-03-30T07:51:22Z,2023-04-10T17:38:41Z,29,closed,2023-04-10T17:38:41Z
1932195297,13359,optimize bitcount command using popcnt,hanhui365,2024-06-21T10:19:13Z,2024-10-17T01:13:19Z,37,closed,2024-10-17T01:13:19Z
527452809,8094,Add  GEOSEARCH/GEOSEARCHSTORE command,yangbodong22011,2020-11-25T13:40:22Z,2020-12-12T00:21:05Z,6,closed,2020-12-12T00:21:06Z
1788564838,13169,"Revert ""Change license from BSD-3 to dual RSALv2+SSPLv1""",PatrickJS,2024-03-25T03:15:16Z,,31,closed,2024-03-26T16:49:17Z
46698187,2795,Add NX/XX/GT/LT options to EXPIRE command group,sunng87,2015-10-03T02:39:35Z,2021-08-02T05:57:49Z,16,closed,2021-08-02T05:57:50Z
509387440,7953,Add COPY command,swamp0407,2020-10-24T07:22:59Z,2020-11-17T10:03:05Z,14,closed,2020-11-17T10:03:06Z
503780432,7912,"Modules callbacks for lazy free effort, and unlink",chenyang8094,2020-10-15T03:44:24Z,2020-11-16T08:34:04Z,39,closed,2020-11-16T08:34:04Z
