id,number,title,user,created_at,merged_at,comments,state,closed_at
1831292557,6524,"feat: Add binary version parsing for nodejs, php and python",kovacs-levent,2024-04-19T10:28:58Z,,22,closed,2024-09-29T00:07:48Z
2226415015,8077,fix(spdx): use the `hasExtractedLicensingInfos` field for licenses that are not listed in the SPDX,DmitriyLewen,2024-12-10T13:14:58Z,2025-01-27T07:50:04Z,2,closed,2025-01-27T07:50:04Z
335605782,253,feat(db): use pre-built database,knqyf263,2019-11-01T20:38:26Z,2019-11-13T15:43:16Z,2,closed,2019-11-13T15:43:16Z
1085382603,3015,feat(misconf): Fetch policies from OCI registry,simar7,2022-10-13T01:13:26Z,2023-01-15T11:37:05Z,10,closed,2023-01-15T11:37:05Z
526554732,751,Add helm chart to install trivy in server mode.,czunker,2020-11-24T15:12:29Z,2020-12-06T11:21:20Z,5,closed,2020-12-06T11:21:20Z
686650651,1101,docs: add misconfiguration,knqyf263,2021-07-09T09:48:42Z,2021-07-12T00:14:17Z,0,closed,2021-07-12T00:14:17Z
922527369,2065,feat:  add k8s subcommand,josedonizetti,2022-04-29T00:17:36Z,2022-05-12T18:11:29Z,5,closed,2022-05-12T18:11:30Z
1960379133,7131,feat(license): improve license normalization,pbaumard,2024-07-09T15:04:08Z,2024-09-11T07:09:51Z,2,closed,2024-09-11T07:09:51Z
992439823,2490,feat: basic pre-commit-hook,mxab,2022-07-10T15:00:52Z,,34,closed,2023-03-25T17:38:10Z
2016839355,7336,fix(license): stop spliting a long license text,afdesk,2024-08-13T10:18:29Z,2024-09-05T10:37:49Z,24,closed,2024-09-05T10:37:49Z
1932920658,6993,feat!: add clean subcommand,knqyf263,2024-06-21T18:10:29Z,2024-06-25T09:25:16Z,11,closed,2024-06-25T09:25:16Z
2076053164,7526,ci(helm): auto public Helm chart after PR merged,afdesk,2024-09-17T10:29:00Z,2024-10-25T06:27:35Z,9,closed,2024-10-25T06:27:35Z
1493665415,5062,feat(docker): add support for scanning Bitnami components,juan131,2023-08-29T12:19:50Z,2023-08-31T20:43:08Z,7,closed,2023-08-31T20:43:08Z
1736746816,6176,feat(terraform): Terraform Plan snapshot scanning support,nikpivkin,2024-02-21T12:39:29Z,2024-03-04T23:01:11Z,0,closed,2024-03-04T23:01:11Z
281191853,50,feat: add vulnerability type filter to get only os or packages vulnerabilities,Mallear,2019-05-22T13:21:50Z,2019-06-07T14:34:24Z,13,closed,2019-06-07T14:34:24Z
1694392665,5999,refactor(report): Replacing `source_location` in `github` report when scanning an image,Maxim-Durand,2024-01-24T20:28:36Z,2024-02-22T10:21:08Z,2,closed,2024-02-22T10:21:08Z
